localword,tweetid,type
chicagobear_0,"[[778006495237660672, 778015087453954048, 778022986427367425, 778024570485936128, 778028532299694080, 778037810754224132, 778042076575502336, 778046173714063360, 778047370269339648]]",topic 10
chicagobears_0,"[[777917110156570624, 778014480231985152, 778049523780292608, 778053656847450112, 778060971956957184]]",topic 10
chicagocubs_0,"[[777537695073435648, 777555356629295104, 778049491878502400, 778052456639041541, 778371231565352960, 778401041570082818]]",topic 36
chicagocubs_0,"[[777537695073435648, 777555356629295104, 778049491878502400, 778052456639041541, 778371231565352960, 778401041570082818]]",topic 37
chicagolife_0,"[[777557670375153664, 777643761425911809, 777665592639778816, 777971890618966016, 778039819976925184, 778416295440183296, 778552656138764288]]",topic 82
chicagolife_0,"[[777557670375153664, 777643761425911809, 777665592639778816, 777971890618966016, 778039819976925184, 778416295440183296, 778552656138764288]]",topic 81
chihalf_0,"[[777578103648374784, 778674111476269058, 779024066942537728]]",topic 82
chihalf_0,"[[777578103648374784, 778674111476269058, 779024066942537728]]",topic 81
children s mercy park_0,"[[777547742868635650, 777555004970401793, 777575198275035136, 777575415665885185]]",topic 36
children s mercy park_0,"[[777547742868635650, 777555004970401793, 777575198275035136, 777575415665885185]]",topic 37
china town_0,"[[778395331797061632, 778396204409421824, 778935598581186560, 779026458509504516, 779044729614798848, 779050982277689344]]",topic 78
china town_0,"[[778395331797061632, 778396204409421824, 778935598581186560, 779026458509504516, 779044729614798848, 779050982277689344]]",topic 75
chinatown_0,"[[777529634447581184, 777554988763639809, 777621210515505153, 777683728902610945, 778329062469169152, 778363484098539520, 778395372825800704, 778418445884923904, 778587216587218949, 778656775218327552, 778715667092545536, 778721011051040768, 778778297509507072, 778906744630218752, 779013063752253440, 779031856431890433, 779050982277689344]]",topic 2
chinatown_0,"[[777529634447581184, 777554988763639809, 777621210515505153, 777683728902610945, 778329062469169152, 778363484098539520, 778395372825800704, 778418445884923904, 778587216587218949, 778656775218327552, 778715667092545536, 778721011051040768, 778778297509507072, 778906744630218752, 779013063752253440, 779031856431890433, 779050982277689344]]",topic 3
chinatown_1,"[[777375904880136192, 777574187468726272, 777600509473595392, 777607684891770880, 777623048488759297, 777630830395006976, 777676068656254976, 777357445932937216, 777364928458006528, 778414125290487808, 778715896751591424, 778971036796669953, 779049609976946688]]",topic 34
chinatown_1,"[[777375904880136192, 777574187468726272, 777600509473595392, 777607684891770880, 777623048488759297, 777630830395006976, 777676068656254976, 777357445932937216, 777364928458006528, 778414125290487808, 778715896751591424, 778971036796669953, 779049609976946688]]",topic 33
chinatown_3,"[[777538002155438084, 777651667202404352, 778422033227063298, 778586249024172032, 778942518755004416]]",topic 2
chinatown_3,"[[777538002155438084, 777651667202404352, 778422033227063298, 778586249024172032, 778942518755004416]]",topic 3
chitown_8,"[[777539624692355072, 777547187219599360, 777591829839638528, 777599363568668672, 777634657273872384, 777679705591812098, 777726092824064001, 777730981352660992, 777743092128550912, 777750586619994113, 777913928097685504, 778024570485936128, 778057349625946112, 778058778319196162, 778282209774010373, 778287228518862853, 778354695450624000, 778357778708660224, 778367435351130112, 778637688463302656, 778655461629235200, 778687768780165125, 778759136787963906, 779060593475088385, 779073858196369408, 779098123981492224, 779106984603873280, 779108631107276801, 779125223283195904, 779159194960355328]]",topic 80
chitown_9,"[[777523353552818177, 777572510611206144, 777618323408359424, 777625322795728896, 777652505974943744, 777959232465432576, 778001829162475522, 778191450320297984, 778307210443104280, 778376162611429376, 778620095073366016, 779078962307792896, 779124394694148097]]",topic 82
chitown_9,"[[777523353552818177, 777572510611206144, 777618323408359424, 777625322795728896, 777652505974943744, 777959232465432576, 778001829162475522, 778191450320297984, 778307210443104280, 778376162611429376, 778620095073366016, 779078962307792896, 779124394694148097]]",topic 81
choose901_1,"[[777376011616944128, 777533386625875968, 777731096591097857, 777887159059640325, 777892892769718272, 777953800590065664, 778725024676982786]]",topic 51
choose901_1,"[[777376011616944128, 777533386625875968, 777731096591097857, 777887159059640325, 777892892769718272, 777953800590065664, 778725024676982786]]",topic 52
choose901_2,"[[777612403945201664, 777904352694460416, 778016957119467522, 778638506377773056, 778693512833343488, 778988731374137344]]",topic 34
choose901_2,"[[777612403945201664, 777904352694460416, 778016957119467522, 778638506377773056, 778693512833343488, 778988731374137344]]",topic 33
christian louboutin_0,"[[777516133419102209, 778601786953306113, 779079033246081024, 779084773914447872]]",topic 2
christian louboutin_0,"[[777516133419102209, 778601786953306113, 779079033246081024, 779084773914447872]]",topic 6
chseat_0,"[[777617947338637312, 777873203347623936, 778007655495397376, 778270503492521984, 778302146148052992]]",topic 34
chseat_0,"[[777617947338637312, 777873203347623936, 778007655495397376, 778270503492521984, 778302146148052992]]",topic 33
chubbuck_0,"[[778655251167457280, 778957129914855424, 778958048081555456]]",topic 16
chvrche_2,"[[777373492056616964, 778245054435438594, 778310728188964864]]",topic 58
chvrche_2,"[[777373492056616964, 778245054435438594, 778310728188964864]]",topic 61
cibccareer_0,"[[778607467387170817, 778926910717911040, 778928606944776192]]",topic 28
cincy_2,"[[777467755066826752, 777665029780811777, 777985789103833088, 778053483480178689, 778070975246139392, 778414962079170561, 778599741831520256, 778611769673744384, 778785455324168192, 778970194219765760, 779016237648973824, 779118917797064704]]",topic 59
cincy_2,"[[777467755066826752, 777665029780811777, 777985789103833088, 778053483480178689, 778070975246139392, 778414962079170561, 778599741831520256, 778611769673744384, 778785455324168192, 778970194219765760, 779016237648973824, 779118917797064704]]",topic 58
cinderellascastle_0,"[[778013789010526208, 778051657032544260, 778941512558211072]]",topic 57
cinespia_0,"[[777590193478049792, 778027084849541120]]",topic 9
cinespia_0,"[[777590193478049792, 778027084849541120]]",topic 7
circuit_1,"[[777679088341450752, 777701625200640000, 777357144077266944, 777364562957873152]]",topic 12
circuit_1,"[[777679088341450752, 777701625200640000, 777357144077266944, 777364562957873152]]",topic 11
citi field_1,"[[777521681636200448, 777556938519375872, 777561877710790656, 777562364313042944, 777578109365280768, 777601686860771329, 777670171754270721, 777372068048404480, 778007377169690624, 778007441971744768, 778012944449671168, 778043282869850113, 778043755215499264, 778343617656156161, 778371350289416192, 778380445591412736, 778398931000651777, 778427794606948353, 778467621926604801, 778571551184564225, 778638914592600068, 778722768695078918, 778724307216150528, 778730833657995265, 778731645150957568, 778740011743129600, 778741273565945856, 778754726489886720, 778761411447119872, 778762488242462720, 778764088558092288, 778770144852148224, 778776927989600258, 778791119295361024, 778952226823770112, 779088556631425024, 779094223714869248, 779095201579081728, 779111824478306304, 779123578411241472, 779124255439069184, 779144306565144578, 779147672229908480]]",topic 82
citi field_1,"[[777521681636200448, 777556938519375872, 777561877710790656, 777562364313042944, 777578109365280768, 777601686860771329, 777670171754270721, 777372068048404480, 778007377169690624, 778007441971744768, 778012944449671168, 778043282869850113, 778043755215499264, 778343617656156161, 778371350289416192, 778380445591412736, 778398931000651777, 778427794606948353, 778467621926604801, 778571551184564225, 778638914592600068, 778722768695078918, 778724307216150528, 778730833657995265, 778731645150957568, 778740011743129600, 778741273565945856, 778754726489886720, 778761411447119872, 778762488242462720, 778764088558092288, 778770144852148224, 778776927989600258, 778791119295361024, 778952226823770112, 779088556631425024, 779094223714869248, 779095201579081728, 779111824478306304, 779123578411241472, 779124255439069184, 779144306565144578, 779147672229908480]]",topic 81
citi field_2,"[[777377882431553536, 777536014684459008, 778455320918052864, 778860814174478336]]",topic 36
citi field_2,"[[777377882431553536, 777536014684459008, 778455320918052864, 778860814174478336]]",topic 37
citifield_1,"[[777529026441310208, 777547083985268737, 777558348447166464, 777987825086107648, 778007441971744768, 778192273033011200, 778369942001508352, 778373040518340608, 778376501200846848, 778389801439531008, 778392050794233856, 778394897535479809, 778400535070248960, 778407596252200960, 778467621926604801, 778557495564468224, 778733050582532096, 778733359866322945, 779089792889913344, 779094779414056960, 779120330111672320, 779123064915185664, 779128213997969408]]",topic 38
citifield_1,"[[777529026441310208, 777547083985268737, 777558348447166464, 777987825086107648, 778007441971744768, 778192273033011200, 778369942001508352, 778373040518340608, 778376501200846848, 778389801439531008, 778392050794233856, 778394897535479809, 778400535070248960, 778407596252200960, 778467621926604801, 778557495564468224, 778733050582532096, 778733359866322945, 779089792889913344, 779094779414056960, 779120330111672320, 779123064915185664, 779128213997969408]]",topic 36
city of buffalo_0,"[[778670815835463680, 778928211921076224, 778956079250169856]]",topic 48
city of buffalo_0,"[[778670815835463680, 778928211921076224, 778956079250169856]]",topic 47
city of cleveland_0,"[[777527388448002048, 777543060171296768, 777562853721116674, 777897843939905536]]",topic 36
city of cleveland_0,"[[777527388448002048, 777543060171296768, 777562853721116674, 777897843939905536]]",topic 37
cityoforange_0,"[[778253042835599360, 778562211421630467, 778671781167058944]]",topic 16
claflin university_0,"[[777986806516068352, 779157888849752064]]",topic 58
claflin university_0,"[[777986806516068352, 779157888849752064]]",topic 61
clay county fair_0,"[[777669592726384640, 777711091296206848, 777739147771518977]]",topic 21
clay county fair_0,"[[777669592726384640, 777711091296206848, 777739147771518977]]",topic 17
cle_2,"[[777507729422290944, 777516561431138304, 777547356346650624, 777557113245544450, 777566273123352576, 777570609350008832, 777592186326188033, 777629917919924225, 777645789493374976, 777658964758687744, 777787412646952960, 777835640788553728, 777837477553995776, 777854013496659969, 777897843939905536, 778017093073666048, 778230011073617920, 778739621442138113, 778747737483337730, 778934776304730112, 778953801541746689, 779011848146292736, 779013403486461952]]",topic 36
cle_2,"[[777507729422290944, 777516561431138304, 777547356346650624, 777557113245544450, 777566273123352576, 777570609350008832, 777592186326188033, 777629917919924225, 777645789493374976, 777658964758687744, 777787412646952960, 777835640788553728, 777837477553995776, 777854013496659969, 777897843939905536, 778017093073666048, 778230011073617920, 778739621442138113, 778747737483337730, 778934776304730112, 778953801541746689, 779011848146292736, 779013403486461952]]",topic 37
cleve_0,"[[777861739136155650, 777944143104401408, 778934138799730688, 778945182175596544]]",topic 16
cleveland brown_1,"[[777556069098848257, 777566273123352576, 777639975391268864, 777879505604149248]]",topic 36
cleveland brown_1,"[[777556069098848257, 777566273123352576, 777639975391268864, 777879505604149248]]",topic 37
cleveland hopkin_0,"[[778330179420639232, 778338242156437504]]",topic 0
clevelandheight_0,"[[777535199710056448, 777990879579607040, 778294378850689024, 778294372383150080, 778678009146384384, 778711196601950210]]",topic 16
clt_3,"[[777487438507806722, 777525641759584256, 777541543225913344, 777544115768680448, 777556718339313664, 777571201858215936, 777624424845418496, 777889257033728000, 778198872573276160, 778218761446981633, 778304478495801344, 778317058874408961, 778355174591066112, 778360861165510656, 778363501274361858, 778456199763152897, 778555587365707776, 778572111589871616, 778632924484636672, 778634649148854272, 778649673376501760, 778700012502908928, 778729217127092224, 778730349371142147, 778769078374641664, 778445957876715520, 778449248547246080, 778853387844612096, 778896614094176256, 778927994144370689, 778959860444585984, 778966125916856320, 778981917651722240, 778989356585480192, 779014422878576640, 779016900776820737, 779042113988067328, 779046899617632257, 779061283819757568, 779064736289738752, 779073625441783808, 779084757787369472, 779111813166141440]]",topic 34
